year,region_code,province,registered_voters_loc,registered_voters_gen,registered_voters_ref,participation_rate,participation_rate15,participation_rate_loc,participation_ref,akp_gen,akp_15,chp_gen,chp_15,mhp_gen,mhp_15,hdp_gen,hdp_15,loc_mayors,mhp_loc,akp_loc,chp_loc,ref_yes,ref_no,crude_divorce_rate100,divorce_byd_1_10,divorce_byd_11_15,divorce_byd_16,divorce_byd_below1,divorce_byd_1,divorce_byd_2,crude_suicide_rate1000,suicides_male_total,suicides_female_total,suicides_male_below15,suicides_male_15,suicides_male_25,suicides_male_35,suicides_male_45,suicides_male_55,suicides_male_65,suicides_male_75,suicides_female_below15,suicides_female_15,suicides_female_25,suicides_female_35,suicides_female_45,suicides_female_55,suicides_female_65,suicides_female_75
2015,TRB14,Tunceli,,63614,,84.4,80.6,,,0,0,0,1,0,0,2,1,,,,,,,1.54,30,12,35,9,20,8,6.95,5,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0
2016,TRB14,Tunceli,,,,,,,,,,,,,,,,,,,,,,1.62,32,16,37,8,16,8,10.7,7,2,0,1,2,1,0,0,1,2,0,0,0,0,1,0,0,1
2017,TRB14,Tunceli,,,60789,,,,83.8,,,,,,,,,,,,,19.6,80.4,1.55,34,11,32,2,11,8,8.5,6,1,0,1,1,1,0,2,0,1,0,0,0,0,0,1,0,0
2018,TRB14,Tunceli,,64290,,86.2,,,,0,,1,,0,,1,,,,,,,,1.8,31,24,45,2,13,9,7.03,5,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1
2019,TRB14,Tunceli,41378,,,,,82.4,,,,,,,,,,9,0,2,5,,,1.65,25,22,38,1,16,18,6.94,4,2,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0
2000,TRB21,Van,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,39,0,9,5,4,4,0,1,0,1,28,9,1,0,0,0,0
2001,TRB21,Van,,,,,,,,,,,,,,,,,,,,,,0.09,13,14,12,5,14,5,3.55,13,19,1,6,2,3,0,0,1,0,1,14,3,0,0,1,0,0
2002,TRB21,Van,,359562,,74.5,,,,6,,1,,,,,,,,,,,,0.11,23,7,13,8,6,11,2.74,12,13,0,7,3,0,2,0,0,0,3,6,1,3,0,0,0,0
2003,TRB21,Van,,,,,,,,,,,,,,,,,,,,,,0.13,31,15,21,6,9,14,6.27,18,40,3,6,4,4,1,0,0,0,6,28,5,1,0,0,0,0
2004,TRB21,Van,225680,,,,,65.9,,,,,,,,,,20,0,11,2,,,0.12,18,15,24,5,11,14,6.3,31,28,4,16,6,2,2,0,1,0,2,18,6,0,1,0,0,0
2005,TRB21,Van,,,,,,,,,,,,,,,,,,,,,,0.12,24,9,19,11,9,11,7.38,35,35,2,20,6,5,0,2,0,0,1,20,11,2,0,0,0,0
2006,TRB21,Van,,,,,,,,,,,,,,,,,,,,,,0.17,42,29,30,8,12,10,9.36,28,62,3,11,5,3,2,0,0,1,8,35,10,3,1,0,1,0
2007,TRB21,Van,,414936,416640,75.5,,,65.3,5,,0,,0,,,,,,,,95.1,4.9,0.17,36,21,32,8,14,15,4.83,19,28,1,11,5,0,0,1,1,0,6,12,5,3,1,0,0,0
2008,TRB21,Van,,,,,,,,,,,,,,,,,,,,,,0.16,48,14,28,5,12,18,5.95,26,33,4,16,3,2,1,0,0,0,6,14,8,2,2,0,1,0
2009,TRB21,Van,299028,,,,,80.9,,,,,,,,,,20,0,7,0,,,0.24,63,26,46,9,19,19,4.24,22,21,0,13,5,1,2,0,0,1,3,14,3,0,0,0,1,0
2010,TRB21,Van,,,530745,,,,43.6,,,,,,,,,,,,,94.5,5.5,0.26,57,42,59,17,15,23,4.57,25,22,7,7,4,3,4,0,0,0,5,12,2,2,0,1,0,0
2011,TRB21,Van,,547016,,80.5,,,,4,,0,,0,,,,,,,,,,0.24,64,33,37,10,26,16,5.05,23,29,2,8,4,5,2,2,0,0,4,13,5,1,3,1,1,0
2012,TRB21,Van,,,,,,,,,,,,,,,,,,,,,,0.2,54,23,39,5,20,18,2.6,13,14,3,8,1,0,0,0,1,0,2,7,3,1,0,1,0,0
2013,TRB21,Van,,,,,,,,,,,,,,,,,,,,,,0.27,70,29,42,9,34,31,4.43,29,18,4,11,4,6,1,2,0,0,4,10,2,1,1,0,0,0
2014,TRB21,Van,577899,,,,,81.7,,,,,,,,,,13,0,2,0,,,0.31,73,39,55,12,51,34,3.9,26,16,3,12,1,3,3,0,4,0,2,6,5,3,0,0,0,0
2015,TRB21,Van,,596809,,84.5,81.1,,,1,2,0,0,0,0,7,6,,,,,,,0.31,79,33,55,15,46,32,4.77,26,26,3,8,5,4,4,1,0,1,2,17,4,1,0,1,1,0
2016,TRB21,Van,,,,,,,,,,,,,,,,,,,,,,0.3,75,38,57,13,40,28,4.46,23,26,3,8,6,1,2,3,0,0,3,14,3,2,3,1,0,0
2017,TRB21,Van,,,617895,,,,75.8,,,,,,,,,,,,,42.7,57.3,0.33,75,55,60,10,50,32,4.35,34,14,4,17,7,3,0,2,1,0,1,6,4,1,1,0,0,1
2018,TRB21,Van,,637867,,83.1,,,,3,,0,,0,,5,,,,,,,,0.36,79,71,72,10,38,45,4.48,36,14,1,9,16,3,6,0,1,0,2,9,2,0,1,0,0,0
2019,TRB21,Van,652878,,,,,78.3,,,,,,,,,,13,0,6,0,,,0.52,116,87,109,10,61,57,5.49,34,28,2,14,4,6,7,1,0,0,1,17,6,2,1,1,0,0
2000,TRB22,Muþ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,2,0,2,0,0,0,0,2,3,2,0,0,0,0,0
2001,TRB22,Muþ,,,,,,,,,,,,,,,,,,,,,,0.16,17,3,9,1,6,8,3.96,7,9,1,4,2,0,0,0,0,0,2,5,2,0,0,0,0,0
2002,TRB22,Muþ,,168085,,79.6,,,,3,,1,,,,,,,,,,,,0.17,12,5,11,2,10,7,4.7,8,11,2,3,3,0,0,0,0,0,3,5,1,0,0,0,1,1
2003,TRB22,Muþ,,,,,,,,,,,,,,,,,,,,,,0.22,20,8,20,1,5,8,5.69,12,11,0,7,1,3,1,0,0,0,0,6,5,0,0,0,0,0
2004,TRB22,Muþ,93395,,,,,71.4,,,,,,,,,,28,1,9,2,,,0.17,19,3,15,1,6,6,3.95,9,7,1,5,1,1,1,0,0,0,1,5,0,1,0,0,0,0
2005,TRB22,Muþ,,,,,,,,,,,,,,,,,,,,,,0.19,15,12,10,2,4,12,5.19,4,17,0,2,1,0,1,0,0,0,0,9,4,1,0,0,0,0
2006,TRB22,Muþ,,,,,,,,,,,,,,,,,,,,,,0.16,13,7,8,4,3,8,7.16,16,13,2,4,5,3,1,0,0,0,1,10,1,0,0,1,0,0
2007,TRB22,Muþ,,181142,181428,79.1,,,72.8,2,,0,,0,,,,,,,,93.2,6.8,0.14,15,5,7,5,3,6,4.93,7,13,1,1,4,0,0,0,0,0,2,8,2,1,0,0,0,0
2008,TRB22,Muþ,,,,,,,,,,,,,,,,,,,,,,0.19,18,12,6,5,7,7,3.21,5,8,0,4,0,1,0,0,0,0,1,5,1,0,1,0,0,0
2009,TRB22,Muþ,104429,,,,,77.7,,,,,,,,,,28,0,11,2,,,0.22,23,14,7,6,8,8,4.7,10,9,5,4,0,1,0,0,0,0,3,5,1,0,0,0,0,0
2010,TRB22,Muþ,,,208405,,,,54.1,,,,,,,,,,,,,92.2,7.8,0.17,13,10,7,2,9,11,5.67,12,11,1,5,2,1,1,1,1,0,4,5,0,0,0,1,0,1
2011,TRB22,Muþ,,214282,,81.8,,,,2,,0,,0,,,,,,,,,,0.18,17,8,10,5,6,7,5.36,8,14,2,2,3,0,1,0,0,0,5,2,3,3,0,1,0,0
2012,TRB22,Muþ,,,,,,,,,,,,,,,,,,,,,,0.22,20,7,8,9,9,7,7.25,17,13,3,7,3,2,1,1,0,0,1,7,2,1,1,1,0,0
2013,TRB22,Muþ,,,,,,,,,,,,,,,,,,,,,,0.27,29,14,24,6,8,8,5.81,14,10,1,7,3,1,1,1,0,0,3,4,1,1,0,0,0,1
2014,TRB22,Mus,115115,,,,,82,,,,,,,,,,23,1,8,2,,,0.25,20,11,19,2,16,13,5.34,10,12,2,4,1,1,1,0,1,0,2,8,0,0,0,0,1,0
2015,TRB22,Mus,,222126,,88.6,84.4,,,1,1,0,0,0,0,2,2,,,,,,,0.25,27,16,15,4,11,6,6.1,17,8,1,9,4,0,1,1,1,0,1,6,0,0,0,1,0,0
2016,TRB22,Mus,,,,,,,,,,,,,,,,,,,,,,0.25,23,19,14,7,17,7,5.89,10,14,1,4,3,0,1,0,1,0,4,9,0,0,0,0,1,0
2017,TRB22,Mus,,,224854,,,,79.1,,,,,,,,,,,,,50.6,49.4,0.25,20,12,13,6,13,13,5.43,17,5,0,8,4,1,2,2,0,0,1,3,0,1,0,0,0,0
2018,TRB22,Mus,,228538,,82.8,,,,1,,0,,0,,3,,,,,,,,0.35,34,16,23,4,17,14,5.17,9,12,0,3,1,2,0,3,0,0,3,7,1,1,0,0,0,0
2019,TRB22,Mus,134287,,,,,80.6,,,,,,,,,,23,0,11,1,,,0.33,39,16,17,2,20,16,6.37,15,11,3,4,3,3,1,0,0,1,1,10,0,0,0,0,0,0
2000,TRB23,Bitlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,0,4,2,0,0,0,0,0,0,4,0,0,0,1,0,0
2001,TRB23,Bitlis,,,,,,,,,,,,,,,,,,,,,,0.07,6,2,1,3,3,3,2.81,3,6,0,1,2,0,0,0,0,0,0,3,1,1,0,1,0,0
2002,TRB23,Bitlis,,135433,,79.1,,,,3,,0,,,,,,,,,,,,0.07,5,3,3,3,1,2,2.49,7,1,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2003,TRB23,Bitlis,,,,,,,,,,,,,,,,,,,,,,0.14,7,4,13,2,6,3,1.24,2,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2004,TRB23,Bitlis,90558,,,,,71.1,,,,,,,,,,15,0,12,0,,,0.13,8,2,9,6,7,1,2.78,7,2,0,3,1,2,0,1,0,0,0,0,1,1,0,0,0,0
2005,TRB23,Bitlis,,,,,,,,,,,,,,,,,,,,,,0.1,12,6,2,3,4,3,2.46,3,5,1,2,0,0,0,0,0,0,0,1,1,3,0,0,0,0
2006,TRB23,Bitlis,,,,,,,,,,,,,,,,,,,,,,0.1,5,3,5,3,4,6,3.07,4,6,1,2,0,0,0,1,0,0,1,4,0,0,0,0,0,0
2007,TRB23,Bitlis,,138613,139263,85.3,,,79.8,3,,0,,0,,,,,,,,93.9,6.1,0.16,10,7,10,1,9,5,4.28,9,5,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2008,TRB23,Bitlis,,,,,,,,,,,,,,,,,,,,,,0.12,9,6,7,1,7,3,5.19,8,9,0,5,0,1,1,0,0,0,1,6,1,0,1,0,0,0
2009,TRB23,Bitlis,102931,,,,,81.3,,,,,,,,,,15,1,7,0,,,0.17,11,11,5,1,9,7,3.36,3,8,1,0,1,1,0,0,0,0,1,5,1,0,1,0,0,0
2010,TRB23,Bitlis,,,174195,,,,70,,,,,,,,,,,,,93.1,6.9,0.2,10,7,16,5,6,4,2.43,2,6,0,0,1,1,0,0,0,0,0,4,2,0,0,0,0,0
2011,TRB23,Bitlis,,176597,,84.9,,,,2,,0,,0,,,,,,,,,,0.15,9,8,7,0,8,5,4.81,7,9,0,2,2,1,2,0,0,0,1,5,2,0,0,1,0,0
2012,TRB23,Bitlis,,,,,,,,,,,,,,,,,,,,,,0.25,13,14,12,6,9,7,3.86,4,9,1,2,0,1,0,0,0,0,0,7,1,0,0,0,0,1
2013,TRB23,Bitlis,,,,,,,,,,,,,,,,,,,,,,0.23,20,11,13,1,8,7,3.26,5,6,0,2,2,1,0,0,0,0,1,4,1,0,0,0,0,0
2014,TRB23,Bitlis,117444,,,,,83.9,,,,,,,,,,13,0,5,0,,,0.23,15,8,12,5,13,5,2.96,6,4,0,4,0,0,2,0,0,0,0,2,1,1,0,0,0,0
2015,TRB23,Bitlis,,188176,,84.6,81,,,1,1,0,0,0,0,2,2,,,,,,,0.23,16,14,7,1,11,4,3.54,7,5,1,4,2,0,0,0,0,0,1,4,0,0,0,0,0,0
2016,TRB23,Bitlis,,,,,,,,,,,,,,,,,,,,,,0.28,20,15,15,4,10,10,1.47,3,2,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2017,TRB23,Bitlis,,,193791,,,,78.7,,,,,,,,,,,,,59.3,40.7,0.21,20,8,7,6,11,5,3.81,9,4,1,3,2,1,0,2,0,0,1,3,0,0,0,0,0,0
2018,TRB23,Bitlis,,198510,,83.4,,,,2,,0,,0,,1,,,,,,,,0.34,25,18,18,4,15,14,4.63,13,3,2,5,0,4,1,0,1,0,0,2,1,0,0,0,0,0
2019,TRB23,Bitlis,136798,,,,,81.7,,,,,,,,,,13,0,10,0,,,0.37,34,25,21,2,10,8,2.29,7,1,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2000,TRB24,Hakkari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,4,2,0,0,0,0,0,0,1,2,0,0,0,0,0
2001,TRB24,Hakkari,,,,,,,,,,,,,,,,,,,,,,0.07,5,1,3,0,3,0,2.22,2,3,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0
2002,TRB24,Hakkari,,95937,,81,,,,1,,1,,,,,,,,,,,,0.05,0,1,2,1,2,1,2.19,4,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0
2003,TRB24,Hakkari,,,,,,,,,,,,,,,,,,,,,,0.12,8,2,4,1,3,5,1.3,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2004,TRB24,Hakkari,67579,,,,,72.1,,,,,,,,,,8,0,3,0,,,0.09,8,1,2,0,0,3,3.84,6,3,1,0,4,0,0,1,0,0,1,0,0,2,0,0,0,0
2005,TRB24,Hakkari,,,,,,,,,,,,,,,,,,,,,,0.08,5,5,2,2,1,2,2.1,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2006,TRB24,Hakkari,,,,,,,,,,,,,,,,,,,,,,0.11,8,3,5,0,3,3,3.31,3,5,2,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0
2007,TRB24,Hakkari,,103260,102699,87,,,74.6,2,,0,,0,,,,,,,,95.4,4.6,0.12,10,4,2,2,1,4,3.27,4,4,1,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0
2008,TRB24,Hakkari,,,,,,,,,,,,,,,,,,,,,,0.12,9,6,6,1,2,0,2.77,5,2,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2009,TRB24,Hakkari,78004,,,,,84,,,,,,,,,,8,0,3,0,,,0.14,8,1,8,0,2,5,1.55,3,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2010,TRB24,Hakkari,,,128572,,,,9,,,,,,,,,,,,,94.3,5.7,0.14,7,6,5,2,4,5,1.97,1,4,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2011,TRB24,Hakkari,,134729,,90,,,,0,,0,,0,,,,,,,,,,0.11,4,10,3,1,1,6,2.29,4,2,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0
2012,TRB24,Hakkari,,,,,,,,,,,,,,,,,,,,,,0.13,11,8,4,1,5,2,3.62,6,4,0,3,0,2,0,0,0,0,0,3,1,0,0,0,0,0
2013,TRB24,Hakkari,,,,,,,,,,,,,,,,,,,,,,0.14,6,4,8,1,6,5,5.79,10,6,0,2,4,0,2,0,1,0,2,2,1,1,0,0,0,0
2014,TRB24,Hakkari,93603,,,,,80.8,,,,,,,,,,8,0,1,0,,,0.11,6,3,0,0,7,6,4.73,7,6,0,4,1,2,0,0,0,0,1,2,0,3,0,0,0,0
2015,TRB24,Hakkari,,154705,,93.3,88.4,,,0,0,0,0,0,0,3,3,,,,,,,0.17,13,7,6,1,5,7,3.96,9,2,0,4,1,3,1,0,0,0,0,1,0,0,1,0,0,0
2016,TRB24,Hakkari,,,,,,,,,,,,,,,,,,,,,,0.15,7,6,9,0,3,3,3.29,9,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0
2017,TRB24,Hakkari,,,161928,,,,80.9,,,,,,,,,,,,,32.4,67.6,0.2,8,5,12,1,6,7,3.68,5,5,0,2,1,1,0,0,1,0,1,3,1,0,0,0,0,0
2018,TRB24,Hakkari,,168258,,83.4,,,,1,,0,,0,,2,,,,,,,,0.16,8,8,6,4,3,6,2.85,7,1,1,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0
2019,TRB24,Hakkari,112508,,,,,79.2,,,,,,,,,,8,0,6,0,,,0.25,11,8,19,0,9,12,2.82,5,3,0,0,3,1,1,0,0,0,0,0,1,0,2,0,0,0
2000,TRC11,Gaziantep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17,1,4,2,3,5,0,1,0,0,9,3,1,1,1,1,1
2001,TRC11,Gaziantep,,,,,,,,,,,,,,,,,,,,,,1.24,383,215,280,59,159,122,2.82,28,9,0,8,10,4,4,1,1,0,1,7,1,0,0,0,0,0
2002,TRC11,Gaziantep,,683464,,73,,,,7,,3,,,,,,,,,,,,1.3,412,239,319,79,168,135,3.56,31,17,1,14,4,3,2,6,0,1,2,8,3,1,2,1,0,0
2003,TRC11,Gaziantep,,,,,,,,,,,,,,,,,,,,,,1.3,403,224,388,80,152,154,3.47,38,10,0,19,8,4,4,0,3,0,1,5,3,0,1,0,0,0
2004,TRC11,Gaziantep,615837,,,,,70,,,,,,,,,,27,0,20,4,,,1.11,358,181,323,72,138,124,4.43,41,22,1,9,13,9,4,2,1,0,1,17,1,1,0,0,0,0
2005,TRC11,Gaziantep,,,,,,,,,,,,,,,,,,,,,,1.17,385,204,337,99,161,142,4.04,42,17,5,14,10,9,1,2,0,0,1,8,3,2,1,1,0,0
2006,TRC11,Gaziantep,,,,,,,,,,,,,,,,,,,,,,1.04,326,161,315,89,175,150,1.67,10,15,0,4,1,1,2,1,0,0,0,4,4,2,0,1,0,1
2007,TRC11,Gaziantep,,696510,700488,80.9,,,62.9,7,,2,,1,,,,,,,,79.7,20.3,0.98,343,172,275,69,203,138,2.79,27,16,1,9,3,7,4,1,1,1,0,6,2,5,0,1,0,0
2008,TRC11,Gaziantep,,,,,,,,,,,,,,,,,,,,,,1.02,305,200,303,87,201,154,3.47,36,19,0,20,2,2,4,2,1,4,1,9,4,1,2,0,1,1
2009,TRC11,Gaziantep,836795,,,,,82.2,,,,,,,,,,22,2,14,3,,,1.19,384,250,369,84,217,164,4.41,41,31,0,12,9,7,6,3,1,3,4,16,4,5,1,0,0,1
2010,TRC11,Gaziantep,,,984683,,,,72.8,,,,,,,,,,,,,69.8,30.2,1.33,437,285,429,87,203,239,3.99,47,20,4,15,13,5,2,3,1,2,2,4,4,3,0,1,0,3
2011,TRC11,Gaziantep,,1003541,,84.1,,,,9,,2,,1,,,,,,,,,,1.32,465,312,467,110,235,188,3.3,45,12,0,16,10,10,4,3,1,1,1,2,4,1,1,1,0,2
2012,TRC11,Gaziantep,,,,,,,,,,,,,,,,,,,,,,1.31,499,313,441,123,228,193,3.1,39,16,0,13,9,8,6,2,0,1,1,6,4,1,2,0,1,1
2013,TRC11,Gaziantep,,,,,,,,,,,,,,,,,,,,,,1.33,494,285,425,188,309,222,4.23,61,16,0,24,10,10,6,8,0,2,2,4,4,2,1,3,0,0
2014,TRC11,Gaziantep,1092935,,,,,85.4,,,,,,,,,,9,1,8,0,,,1.35,558,267,451,191,297,235,3.43,44,20,0,16,9,8,7,1,1,1,2,4,8,2,2,1,0,1
2015,TRC11,Gaziantep,,1130109,,82.4,84,,,6,8,2,2,2,1,2,1,,,,,,,1.35,576,288,490,156,310,251,4.19,59,21,2,14,8,12,11,8,2,1,0,11,3,2,1,1,1,1
2016,TRC11,Gaziantep,,,,,,,,,,,,,,,,,,,,,,1.12,493,240,437,112,270,197,3.94,48,29,1,14,18,7,4,3,0,1,1,15,6,2,2,1,0,2
2017,TRC11,Gaziantep,,,1178748,,,,83.4,,,,,,,,,,,,,62.5,37.5,1.24,526,300,482,116,295,224,4.02,55,25,0,15,20,7,7,5,0,1,2,11,5,3,1,1,1,1
2018,TRC11,Gaziantep,,1214503,,85.6,,,,8,,2,,2,,1,,,,,,,,1.49,664,413,607,166,301,258,2.58,34,18,0,10,10,8,2,3,1,0,2,6,3,3,2,0,0,2
2019,TRC11,Gaziantep,1227454,,,,,78.6,,,,,,,,,,9,1,6,2,,,1.57,689,483,693,170,310,252,3.03,46,16,1,11,14,10,5,2,1,2,3,6,4,1,1,0,1,0
2000,TRC12,Adýyaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,1,2,3,1,0,0,0,0,3,4,0,2,0,1,0,0
2001,TRC12,Adýyaman,,,,,,,,,,,,,,,,,,,,,,0.89,135,71,92,13,40,44,4.91,12,16,1,6,1,1,1,0,2,0,0,9,2,3,0,0,1,1
2002,TRC12,Adýyaman,,300172,,73.1,,,,4,,1,,,,,,,,,,,,0.96,151,86,101,18,40,39,4.72,17,10,2,4,6,2,0,0,3,0,0,4,2,1,2,1,0,0
2003,TRC12,Adýyaman,,,,,,,,,,,,,,,,,,,,,,0.85,110,66,96,21,28,43,3.14,9,9,0,7,0,0,1,1,0,0,0,4,2,1,0,1,1,0
2004,TRC12,Adýyaman,212759,,,,,72.7,,,,,,,,,,28,0,12,8,,,0.79,90,56,105,20,36,35,3.3,15,4,1,5,0,1,0,0,2,1,1,2,1,0,0,0,0,0
2005,TRC12,Adýyaman,,,,,,,,,,,,,,,,,,,,,,0.76,78,62,96,25,34,34,2.6,6,9,0,5,0,1,0,0,0,0,0,3,1,1,1,0,0,1
2006,TRC12,Adýyaman,,,,,,,,,,,,,,,,,,,,,,0.67,89,48,55,13,33,39,3.1,11,7,0,3,0,2,2,1,2,0,0,4,1,0,1,0,0,0
2007,TRC12,Adýyaman,,298393,299822,82.7,,,72.7,4,,1,,0,,,,,,,,85.2,14.8,0.72,101,53,63,22,39,35,2.75,7,9,1,1,2,0,2,0,0,1,0,6,2,0,0,0,0,0
2008,TRC12,Adýyaman,,,,,,,,,,,,,,,,,,,,,,0.71,97,54,74,13,40,32,1.54,5,4,0,2,1,0,0,0,2,0,0,3,0,0,0,0,0,0
2009,TRC12,Adýyaman,227958,,,,,86,,,,,,,,,,28,1,14,8,,,0.86,99,50,110,18,52,51,3.75,11,11,0,2,5,2,0,1,0,1,1,7,1,0,0,1,1,0
2010,TRC12,Adýyaman,,,358247,,,,81.6,,,,,,,,,,,,,80.4,19.6,0.74,83,39,71,21,45,53,3.22,13,6,3,1,5,1,0,1,2,0,1,3,1,1,0,0,0,0
2011,TRC12,Adýyaman,,364736,,85,,,,4,,1,,0,,,,,,,,,,0.71,87,41,74,19,45,47,4.05,18,6,2,4,3,3,3,0,1,2,0,0,3,0,2,1,0,0
2012,TRC12,Adýyaman,,,,,,,,,,,,,,,,,,,,,,0.79,87,57,59,32,73,44,2.35,9,5,1,1,2,2,1,1,0,1,0,2,2,0,0,1,0,0
2013,TRC12,Adýyaman,,,,,,,,,,,,,,,,,,,,,,0.97,117,65,85,34,70,55,3.69,16,6,1,4,4,1,1,1,1,2,0,3,0,2,1,0,0,0
2014,TRC12,Adiyaman,256815,,,,,87.2,,,,,,,,,,23,1,11,6,,,0.82,115,63,58,33,61,57,5.69,24,10,0,12,7,2,2,0,0,1,1,7,0,1,0,1,0,0
2015,TRC12,Adiyaman,,380745,,82.3,85.2,,,4,4,0,0,0,0,1,1,,,,,,,0.98,126,64,81,46,72,57,3.83,16,7,0,3,5,4,3,1,0,0,1,2,1,1,1,0,1,0
2016,TRC12,Adiyaman,,,,,,,,,,,,,,,,,,,,,,0.8,100,57,64,32,71,53,2.14,8,5,0,0,2,1,1,1,1,2,0,2,1,2,0,0,0,0
2017,TRC12,Adiyaman,,,390493,,,,86.1,,,,,,,,,,,,,69.8,30.2,0.78,95,60,74,45,57,48,3.75,14,9,1,3,2,2,2,2,0,2,0,2,2,0,2,2,0,1
2018,TRC12,Adiyaman,,399281,,86.4,,,,4,,1,,0,,0,,,,,,,,0.87,119,74,95,34,66,42,2.74,12,5,0,1,4,2,2,1,1,1,0,1,0,2,1,0,1,0
2019,TRC12,Adiyaman,290511,,,,,83.5,,,,,,,,,,23,3,10,6,,,1,130,97,133,24,67,46,3.52,21,1,0,6,5,2,3,3,2,0,0,1,0,0,0,0,0,0
2000,TRC13,Kilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2001,TRC13,Kilis,,,,,,,,,,,,,,,,,,,,,,0.89,16,17,19,5,13,15,3.62,2,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
2002,TRC13,Kilis,,65965,,79.8,,,,2,,0,,,,,,,,,,,,0.99,32,13,21,4,7,7,1.79,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,TRC13,Kilis,,,,,,,,,,,,,,,,,,,,,,1.04,13,11,33,4,8,14,5.32,4,2,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0
2004,TRC13,Kilis,44728,,,,,75.7,,,,,,,,,,5,1,1,1,,,0.91,23,19,28,5,9,6,5.26,2,4,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0
2005,TRC13,Kilis,,,,,,,,,,,,,,,,,,,,,,0.81,28,8,19,6,8,9,4.34,4,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
2006,TRC13,Kilis,,,,,,,,,,,,,,,,,,,,,,0.81,22,12,21,2,14,2,5.15,6,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2007,TRC13,Kilis,,63213,63399,84,,,78,2,,0,,0,,,,,,,,79.3,20.7,0.64,15,10,9,5,12,7,1.7,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,TRC13,Kilis,,,,,,,,,,,,,,,,,,,,,,0.89,19,11,27,4,10,10,6.68,6,2,0,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1
2009,TRC13,Kilis,52118,,,,,85.8,,,,,,,,,,5,1,3,0,,,0.87,19,16,24,3,15,7,3.29,3,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,TRC13,Kilis,,,75649,,,,83.6,,,,,,,,,,,,,66.9,33.1,0.86,25,16,24,3,10,10,1.63,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,TRC13,Kilis,,75872,,87.6,,,,2,,0,,0,,,,,,,,,,0.89,15,22,21,8,10,10,2.42,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,TRC13,Kilis,,,,,,,,,,,,,,,,,,,,,,1.18,28,16,38,3,18,11,3.22,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2013,TRC13,Kilis,,,,,,,,,,,,,,,,,,,,,,1.09,30,21,24,9,18,12,6.33,5,3,0,2,0,0,1,1,1,0,0,2,0,0,0,0,1,0
2014,TRC13,Kilis,56519,,,,,88.4,,,,,,,,,,4,0,4,0,,,1.12,23,13,32,15,12,13,3.11,1,3,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
2015,TRC13,Kilis,,78278,,85.6,86.1,,,1,2,0,0,1,0,0,0,,,,,,,1.2,37,16,29,14,14,11,1.54,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016,TRC13,Kilis,,,,,,,,,,,,,,,,,,,,,,1.22,31,18,34,8,18,19,7.65,8,2,1,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0
