year,province,region,popi,gdpk,educ_hsch,educ_coll,prisons_total,prisons_closed,prisons_open,prisons_semiopen,prisons_juvenile,cr_educ_total,cr_educ_illiterate,cr_educ_litnoschool,cr_educ_primaryfour,cr_educ_primaryeight,cr_educ_juniorhs,cr_educ_hs,cr_educ_uni,cr_educ_unknown,cd_type_total,cr_type_total,cd_type_homicide,cr_type_homicide,cd_type_assault,cr_type_assault,cd_type_sexual,cr_type_sexual,cd_type_kidnapping,cr_type_kidnapping,cd_type_defamation,cr_type_defamation,cd_type_theft,cr_type_theft,cd_type_robbery,cr_type_robbery,cd_type_swindling,cr_type_swindling,cd_type_drugspc,cr_type_drugspc,cd_type_drugsuse,cr_type_drugsuse,cd_type_forgery,cr_type_forgery,cd_type_badtreatment,cr_type_badtreatment,cd_type_embezzlement,cr_type_embezzlement,cd_type_bribery,cr_type_bribery,cd_type_smuggling,cr_type_smuggling,cd_type_traffic,cr_type_traffic,cd_type_forestry,cr_type_forestry,cd_type_arms,cr_type_arms,cd_type_bankruptcy,cr_type_bankruptcy,cd_type_military,cr_type_military,cd_type_cheque,cr_type_cheque,cd_type_threat,cr_type_threat,cd_type_propertydamage,cr_type_propertydamage,cd_type_performanceprevention,cr_type_performanceprevention,cd_type_familyprotection,cr_type_familyprotection,cd_type_other,cr_type_other,cd_type_unknown,cr_type_unknown,loc_mayors,crude_divorce_rate100,divorce_byd_1_10,divorce_byd_11_15,divorce_byd_16,divorce_byd_below1,divorce_byd_1,divorce_byd_2,crude_suicide_rate1000,suicides_male_total,suicides_female_total,suicides_male_below15,suicides_male_15,suicides_male_25,suicides_male_35,suicides_male_45,suicides_male_55,suicides_male_65,suicides_male_75,suicides_female_below15,suicides_female_15,suicides_female_25,suicides_female_35,suicides_female_45,suicides_female_55,suicides_female_65,suicides_female_75,vs_akp,vs_chp,vs_mhp,vs_hdp,ms_akp,ms_chp,ms_mhp
2001,edirne,marmara,392977.625,2259,70961,19260.75,7,6,1,0,0,1428,17,52,1009,0,186,145,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,89,86,108,27,45,34,5.86,18,5,0,2,3,4,7,1,0,1,0,1,1,1,0,2,0,0,,,,,,,
2002,edirne,marmara,383349.25,2612,69867,19545.5,7,6,1,0,0,941,20,22,683,0,110,90,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,97,75,107,23,66,39,4.07,13,3,0,3,3,3,0,4,0,0,0,0,1,1,0,0,0,1,1,3,7,11,,,
2003,edirne,marmara,373720.875,3459,68773,19830.25,7,6,1,0,0,862,39,18,608,3,93,83,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,81,63,117,16,38,44,2.28,5,4,0,0,1,2,1,0,0,1,0,1,0,0,1,0,1,1,39,22,7,11,,,
2004,edirne,marmara,364092.5,5140,67679,20115,7,6,1,0,0,833,29,33,587,1,107,67,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1.43,108,83,131,31,52,40,6.59,20,6,0,2,3,3,4,3,4,1,0,0,3,2,0,0,1,0,39,22,7,11,.30769232,.30769232,.03846154
2005,edirne,marmara,354464.125,6283,66585,20399.75,7,6,1,0,0,608,23,30,425,3,72,49,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,134,73,113,31,56,41,5.31,15,6,0,1,2,1,4,3,2,2,0,1,0,1,1,0,3,0,39,22,7,11,.66666669,.30769232,0
2006,edirne,marmara,344835.75,6569,65491,20684.5,6,5,1,0,0,851,45,54,573,5,79,82,13,0,785,851,16,27,54,73,8,9,5,3,6,16,45,52,17,9,50,47,12,14,0,2,12,12,6,5,4,1,0,0,36,31,10,8,4,3,18,16,237,259,156,173,0,0,0,0,0,0,0,0,0,0,89,91,0,0,,1.34,102,66,138,30,48,51,6.32,23,2,0,2,5,2,6,2,2,1,0,1,1,0,0,0,0,0,39,22,7,11,.66666669,.30769232,0
2007,edirne,marmara,335207.375,8100,64397,20969.25,6,5,1,0,0,1414,43,40,776,137,144,207,67,0,1205,1414,8,22,92,97,4,7,1,3,18,36,57,72,3,10,56,57,19,29,1,1,7,9,18,9,1,3,0,24,44,27,35,35,4,4,16,17,482,521,247,251,0,0,0,0,0,0,0,0,0,0,92,180,0,0,,1.33,108,87,116,24,51,50,2.78,5,6,0,2,1,0,0,0,2,0,0,1,0,2,1,1,0,1,1,2,1,11,.66666669,.30769232,0
2008,edirne,marmara,325579,9460,63303,21254,6,5,1,0,0,818,58,29,474,80,79,82,16,0,765,818,10,29,73,89,6,15,3,4,17,21,46,53,9,16,59,63,19,34,5,0,12,15,5,4,3,0,1,0,29,28,21,22,8,6,15,16,210,167,109,102,0,0,0,0,0,0,0,0,0,0,105,134,0,0,,1.46,124,79,140,31,56,50,7.33,21,8,0,3,0,2,9,4,2,1,0,1,2,2,2,1,0,0,46,29,7,11,.66666669,.30769232,0
2009,edirne,marmara,326991,7987,66005,25560,6,5,1,0,0,799,29,30,347,103,77,138,45,30,777,799,12,11,88,80,8,3,1,0,13,17,24,26,7,19,23,23,15,15,4,1,12,11,0,0,0,0,0,0,32,29,8,8,5,3,11,15,281,295,120,121,0,0,0,0,0,0,0,0,0,0,112,122,1,0,24,1.78,142,122,172,29,58,46,5.32,17,4,0,4,1,3,4,2,2,1,0,0,0,0,2,1,0,1,46,29,7,11,.29166666,.54166669,.041666668
2010,edirne,marmara,323268,9918,68131,25917,6,5,1,0,0,1159,19,69,361,275,87,229,34,85,1065,1159,11,19,102,119,8,10,1,3,15,17,30,47,17,10,37,35,19,21,1,3,11,8,1,1,0,2,0,0,18,25,8,10,8,10,8,8,378,384,208,241,0,0,0,0,0,0,0,0,0,0,182,183,2,3,,1.72,139,92,191,31,57,50,6.62,21,5,0,2,4,4,3,6,1,1,0,1,1,1,0,1,1,0,46,29,7,11,.64102566,.35897437,0
2011,edirne,marmara,332477,9977,71958,31833,6,5,1,0,0,808,20,45,262,157,74,149,33,68,761,808,16,34,79,81,5,10,11,7,6,9,32,42,9,15,7,9,17,23,2,1,12,20,0,0,1,0,0,0,15,15,9,7,1,1,12,8,290,290,93,112,23,26,0,0,0,0,0,0,0,0,121,98,0,0,,1.69,122,107,181,25,60,46,4.31,13,4,1,2,1,2,3,2,1,1,0,1,1,0,0,0,0,2,1,2,0,11,.64102566,.35897437,0
2012,edirne,marmara,333866,10256,73928,33003,6,5,1,0,0,1010,18,74,320,230,90,160,33,85,941,1010,41,35,129,132,16,27,7,6,17,17,72,94,22,16,8,10,46,63,5,9,28,16,0,0,0,3,0,0,33,32,6,7,0,1,16,21,219,214,95,81,12,5,0,0,0,0,0,0,0,0,169,221,0,0,,1.41,117,80,139,15,56,42,7.01,23,5,1,0,0,6,6,6,3,1,0,1,1,1,2,0,0,0,39,28,10,11,.64102566,.35897437,0
2013,edirne,marmara,333416,10777,72615,37380,5,4,1,0,0,1366,11,116,412,359,111,202,49,106,1251,1366,32,50,212,209,28,36,8,13,37,33,147,155,20,23,17,12,42,84,9,6,49,52,0,0,7,5,0,1,26,23,15,13,2,0,33,28,120,122,3,1,0,0,57,58,48,36,12,9,46,47,281,350,0,0,,1.51,122,68,167,11,72,50,3.51,12,2,0,4,0,1,3,1,2,1,0,0,0,0,1,1,0,0,39,28,10,11,.64102566,.35897437,0
2014,edirne,marmara,335834,10675,74159,41173,5,4,1,0,0,1566,22,148,445,382,172,244,55,98,1261,1566,30,63,208,211,27,57,13,25,32,31,141,243,27,35,9,13,62,101,5,3,43,51,0,0,2,11,2,1,25,26,18,15,0,0,17,17,128,119,12,7,0,0,75,75,28,33,12,11,44,46,301,372,0,0,16,1.81,153,99,188,11,66,55,8.26,26,7,0,4,5,4,6,2,2,2,0,0,0,3,0,3,1,0,39,28,10,11,.4375,.5,.0625
2015,edirne,marmara,337930,9359,77005,44421,4,3,1,0,0,1425,14,111,383,373,133,281,50,80,1259,1425,48,59,200,208,31,43,19,16,28,29,141,201,25,54,10,12,52,107,13,15,45,49,0,0,9,1,0,1,24,32,23,21,2,2,16,16,90,90,8,5,0,0,94,92,29,25,5,4,51,48,296,295,0,0,,1.83,143,99,221,28,69,47,6.48,23,3,0,4,2,4,1,5,2,5,0,0,0,2,0,1,0,0,1,2,0,0,.61538464,.35897437,.025641026
2016,edirne,marmara,337508,9195,79146,46168,4,3,1,0,0,1477,26,124,362,441,170,302,44,8,1735,1477,49,40,256,212,47,41,23,11,39,37,218,220,67,53,20,23,105,110,23,23,72,56,0,0,0,1,0,1,50,40,28,26,0,3,25,23,115,115,0,5,0,0,97,85,28,26,12,11,61,60,400,255,0,0,,1.6,124,107,175,15,60,53,7.96,29,3,0,4,3,12,3,4,2,1,0,0,0,1,1,0,1,0,43,27,8,12,.61538464,.35897437,.025641026
2017,edirne,marmara,343062,8805,83114,47798,4,3,1,0,0,1648,17,95,355,600,177,313,67,24,1482,1648,49,59,197,199,34,72,9,15,22,22,220,263,46,65,17,22,90,97,63,74,36,42,1,1,1,1,1,1,43,46,52,53,2,2,21,21,105,105,7,7,0,0,53,60,24,15,1,2,46,45,342,359,0,0,,1.61,167,100,168,16,48,44,5.44,18,4,0,4,2,8,1,2,0,1,0,0,0,1,0,1,1,1,43,27,8,12,.61538464,.35897437,.025641026
2018,edirne,marmara,346715,7933,86206,49518,4,3,1,0,0,2145,26,123,366,771,259,426,137,37,1710,2145,40,66,199,200,28,43,6,10,33,32,191,302,54,95,25,37,100,126,91,112,75,79,1,1,3,4,0,2,91,117,78,81,2,2,28,29,84,84,95,109,0,0,68,77,22,20,21,24,33,31,341,461,1,1,,1.86,167,124,229,8,71,52,4.89,15,5,0,5,2,2,2,1,2,1,0,1,0,1,1,1,1,0,1,2,0,0,.61538464,.35897437,.025641026
2019,edirne,marmara,347375,7764,89521,52006,4,3,1,0,0,2188,20,93,357,439,650,435,164,30,2422,2188,57,56,247,210,32,36,21,23,41,30,291,265,48,58,27,27,88,92,117,109,54,47,0,0,9,11,0,3,101,77,80,70,3,0,39,35,79,79,263,207,0,0,122,96,20,22,26,20,35,29,618,585,4,1,16,2.05,162,125,261,11,64,66,6.54,27,0,0,6,9,3,3,2,3,1,0,0,0,0,0,0,0,0,,,,,.4375,.5,0
2000,elazig,dogu,569616,2729,81771,22553,6,5,0,0,1,647,19,11,360,0,118,123,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,0,5,3,1,1,1,1,1,0,0,5,1,0,0,0,1,,,,,,,
2001,elazig,dogu,548796.125,1889,81689,22325.5,6,5,0,0,1,743,26,16,413,0,131,137,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,147,73,84,22,43,50,4.81,17,8,1,5,4,4,1,1,1,0,1,3,0,1,1,0,1,1,,,,,,,
2002,elazig,dogu,527976.25,2091,81607,22098,6,5,0,0,1,809,29,27,392,0,139,185,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,185,68,98,20,51,57,3.06,5,11,0,1,2,1,1,0,0,0,0,6,2,2,0,1,0,0,4,0,7,11,,,
2003,elazig,dogu,507156.375,2786,81525,21870.5,6,5,0,0,1,917,29,26,479,2,191,164,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,144,74,114,33,40,40,6.65,20,15,0,6,7,3,3,0,0,1,2,8,3,0,0,0,2,0,39,22,7,11,,,
2004,elazig,dogu,486336.5,3570,81443,21643,6,5,0,0,1,842,37,37,417,6,170,149,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1.1,140,80,99,27,34,43,5.48,19,10,1,8,5,2,1,1,1,0,0,3,2,1,2,1,0,1,39,22,7,11,.53846157,.03846154,.07692308
2005,elazig,dogu,465516.625,4467,81361,21415.5,5,4,0,0,1,385,10,23,220,3,66,49,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,133,67,93,51,38,38,4.5,21,3,1,5,7,0,3,1,0,4,1,2,0,0,0,0,0,0,39,22,7,11,.66666669,.30769232,0
2006,elazig,dogu,444696.75,4900,81279,21188,5,4,0,0,1,723,21,19,386,25,108,139,25,0,697,723,10,14,55,55,6,8,3,1,3,9,41,27,14,14,61,60,11,19,4,0,8,17,2,2,0,0,3,0,12,14,1,0,3,3,25,22,205,204,193,215,0,0,0,0,0,0,0,0,0,0,37,39,0,0,,1.07,134,65,99,37,45,50,5.22,17,11,0,2,5,3,2,1,0,4,1,6,4,0,0,0,0,0,39,22,7,11,.66666669,.30769232,0
2007,elazig,dogu,423876.875,6119,81197,20960.5,5,4,0,0,1,1005,34,23,392,210,98,216,32,0,956,1005,12,30,64,69,2,4,0,1,3,4,30,33,15,40,58,50,24,44,8,4,14,17,4,4,0,0,0,0,8,13,3,2,3,3,27,31,339,324,292,284,0,0,0,0,0,0,0,0,0,0,50,48,0,0,,.91,113,53,74,22,42,37,4.26,13,10,1,0,3,3,2,3,1,0,2,6,1,0,0,0,1,0,5,0,0,11,.66666669,.30769232,0
2008,elazig,dogu,403057,6965,81115,20733,4,3,0,0,1,602,29,28,264,122,36,107,16,0,556,602,22,27,59,58,4,8,2,1,6,2,30,54,22,28,37,47,26,64,3,0,12,9,2,3,1,1,0,2,16,11,5,6,1,1,25,21,128,128,120,91,0,0,0,0,0,0,0,0,0,0,35,40,0,0,,1.06,145,72,106,34,58,38,5.69,18,13,1,5,2,3,1,3,2,1,0,5,4,0,0,1,1,2,46,29,7,11,.66666669,.30769232,0
2009,elazig,dogu,407653,5914,80847,29641,5,3,1,0,1,710,14,36,136,229,42,171,31,51,624,710,14,12,45,48,3,5,0,3,2,3,23,37,23,11,43,50,21,23,8,11,5,11,2,3,0,1,0,0,11,10,2,2,0,0,16,26,58,60,291,333,0,0,0,0,0,0,0,0,0,0,57,61,0,0,26,1.24,148,81,126,42,61,50,5.83,17,15,1,4,4,2,2,3,0,1,0,3,4,2,2,2,1,1,46,29,7,11,.30769232,.03846154,.11538462
2010,elazig,dogu,410869,7061,86547,30154,5,3,1,0,1,795,8,42,83,317,49,212,36,48,731,795,7,25,50,56,6,4,1,4,6,12,43,42,4,17,35,43,39,51,10,8,10,12,0,0,0,0,0,0,4,8,1,1,2,2,23,21,78,82,378,376,0,0,0,0,0,0,0,0,0,0,33,31,1,0,,1.1,132,80,115,34,45,59,3.26,11,7,1,0,4,1,3,0,2,0,0,2,4,0,1,0,0,0,46,29,7,11,.64102566,.35897437,0
2011,elazig,dogu,417796,7312,90578,37269,4,3,0,0,1,587,10,44,91,214,43,118,26,41,457,587,18,36,40,56,3,2,7,10,5,6,30,52,12,17,2,8,51,60,9,5,2,8,0,0,1,0,1,0,25,38,0,1,0,0,12,9,88,93,96,110,18,17,0,0,0,0,0,0,0,0,37,59,0,0,,.96,100,82,104,54,49,35,6.3,20,15,1,2,7,3,4,0,3,0,1,6,4,1,1,0,0,2,4,0,1,11,.64102566,.35897437,0
2012,elazig,dogu,424178,7686,92484,41032,4,3,1,0,0,902,9,47,140,304,88,220,46,48,795,902,32,56,105,139,10,6,12,9,9,14,60,56,30,23,6,10,125,110,8,14,14,20,0,0,3,4,0,1,26,18,1,1,1,1,32,51,147,148,86,103,6,3,0,0,0,0,0,0,0,0,82,115,0,0,,1.18,127,110,152,43,47,47,6.06,22,12,1,4,4,6,2,3,1,1,0,1,2,4,1,2,1,1,39,28,10,11,.64102566,.35897437,0
2013,elazig,dogu,430538,8108,91725,47411,4,3,1,0,0,1348,13,96,200,481,116,323,63,56,1254,1348,51,80,306,295,8,33,14,18,36,31,113,147,29,48,9,10,179,206,25,17,34,30,0,0,2,2,3,2,48,45,1,1,1,1,103,84,75,79,23,11,0,0,21,21,22,21,15,17,39,37,97,112,0,0,,1.18,152,88,127,51,60,52,7.43,26,16,0,10,7,3,2,0,2,2,1,3,1,5,4,1,1,0,39,28,10,11,.64102566,.35897437,0
2014,elazig,dogu,433145,7749,95057,51875,4,3,1,0,0,1455,16,102,205,487,189,354,61,41,1170,1455,60,84,242,242,12,27,7,15,19,17,145,227,38,60,9,14,143,231,15,15,37,47,0,0,1,5,1,1,79,85,3,3,1,1,57,49,87,81,9,8,0,0,38,48,9,10,27,24,30,29,101,132,0,0,20,1.2,171,77,140,54,46,58,4.75,19,8,0,3,4,4,1,3,2,2,1,2,2,0,2,1,0,0,39,28,10,11,.60000002,0,.050000001
2015,elazig,dogu,439900,7045,101378,57401,4,3,1,0,0,1251,15,85,187,365,144,388,46,21,1016,1251,55,76,208,223,18,24,13,11,14,12,147,197,34,85,7,13,118,193,18,14,22,28,0,0,5,4,1,0,41,46,3,3,3,3,32,31,73,69,8,10,0,0,34,45,12,10,16,15,23,21,111,118,0,0,,1.05,142,75,110,39,52,56,4.37,17,8,0,6,3,2,2,2,0,2,0,2,0,2,2,2,0,0,3,0,1,0,.61538464,.35897437,.025641026
2016,elazig,dogu,444642,6976,107095,61932,9,7,2,0,0,1398,16,88,233,419,200,372,68,2,1555,1398,64,72,264,192,25,41,30,25,21,20,224,212,101,87,39,30,199,202,18,19,63,55,0,0,0,7,0,0,61,45,16,16,0,1,28,21,72,74,0,6,0,0,77,69,13,11,15,10,17,17,208,166,0,0,,.89,114,80,121,35,43,38,4.68,21,6,0,3,4,2,5,3,3,1,0,2,2,0,2,0,0,0,43,27,8,12,.61538464,.35897437,.025641026
2017,elazig,dogu,448993,6644,106855,63639,9,7,1,0,1,1578,12,87,205,562,192,415,95,10,1533,1578,55,68,201,188,21,27,29,22,20,18,253,265,104,104,28,33,216,222,51,54,42,35,0,0,4,3,1,1,60,64,26,26,3,3,31,32,114,118,24,20,0,0,54,54,9,9,16,16,15,15,156,181,0,0,,.93,102,87,118,22,54,57,3.96,18,5,0,2,7,2,1,3,1,2,0,2,0,0,1,0,1,1,43,27,8,12,.61538464,.35897437,.025641026
2018,elazig,dogu,458924,6053,113396,67432,9,7,1,0,1,1799,8,80,155,645,297,467,140,7,1433,1799,53,77,201,229,21,27,10,12,26,23,234,342,64,97,27,27,125,220,66,71,39,39,1,1,0,0,1,1,67,80,32,33,1,1,29,32,92,84,29,25,0,0,60,64,12,12,25,27,25,26,191,249,2,0,,1.08,121,106,159,22,51,49,3.05,16,2,0,5,4,0,1,3,1,2,0,1,0,1,0,0,0,0,4,1,0,0,.61538464,.35897437,.025641026
2019,elazig,dogu,457129,5675,117442,70264,10,7,2,0,1,1817,11,67,153,283,642,434,218,9,1824,1817,49,74,268,245,21,27,7,14,19,15,298,253,79,91,36,34,147,190,97,92,28,28,2,3,4,2,0,0,77,54,52,49,0,0,41,40,86,82,34,29,0,0,99,92,17,21,33,24,24,26,305,332,1,0,20,1.3,173,124,185,45,50,54,5.9,28,7,0,10,4,4,4,2,2,2,0,1,2,1,2,1,0,0,,,,,.60000002,0,.15000001
2000,erzincan,dogu,316841,3673,55901,11668,6,5,1,0,0,242,8,23,149,0,31,28,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
2001,erzincan,dogu,297170.875,2550,52881.625,11306.5,4,3,1,0,0,329,8,10,233,0,41,32,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,66,50,39,13,24,15,3.37,5,2,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,,,,,,,
2002,erzincan,dogu,277500.75,2890,49862.25,10945,4,3,1,0,0,263,12,5,168,0,46,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,67,33,38,12,23,19,1.92,2,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,1,7,11,,,
2003,erzincan,dogu,257830.625,3914,46842.875,10583.5,4,3,1,0,0,251,8,5,158,0,45,30,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,62,41,47,15,15,19,3.34,3,4,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,1,39,22,7,11,,,
2004,erzincan,dogu,238160.5,4688,43823.5,10222,3,2,1,0,0,304,28,9,169,2,52,40,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,47,21,50,8,19,25,4.76,6,4,0,2,0,1,0,0,1,0,0,2,1,0,0,0,0,0,39,22,7,11,.68965518,.1724138,.068965517
2005,erzincan,dogu,218490.375,5601,40804.125,9860.5,2,1,1,0,0,212,8,3,114,1,38,40,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.99,40,26,41,7,25,21,4.74,9,1,0,1,2,1,2,0,1,2,0,0,1,0,0,0,0,0,39,22,7,11,.66666669,.30769232,0
2006,erzincan,dogu,198820.25,6042,37784.75,9499,2,1,1,0,0,243,9,8,124,6,42,47,7,0,263,243,2,3,35,21,3,3,1,2,1,3,18,15,4,3,13,9,0,1,0,0,7,6,1,1,0,0,1,1,2,1,1,2,0,0,5,2,59,61,89,79,0,0,0,0,0,0,0,0,0,0,21,30,0,0,,.95,55,13,50,11,19,16,3.77,6,2,0,0,1,0,3,0,1,1,0,1,0,0,1,0,0,0,39,22,7,11,.66666669,.30769232,0
2007,erzincan,dogu,179150.125,7502,34765.375,9137.5,2,1,1,0,0,462,32,7,195,67,84,61,16,0,409,462,2,2,57,57,2,4,0,0,5,5,13,23,2,5,8,11,1,12,0,0,4,6,2,2,1,0,0,0,2,2,26,27,1,1,9,12,144,142,90,102,0,0,0,0,0,0,0,0,0,0,40,49,0,0,,1.01,44,25,43,9,29,16,2.82,3,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,11,.66666669,.30769232,0
2008,erzincan,dogu,159480,8790,31746,8776,2,1,1,0,0,267,10,7,115,47,35,46,7,0,241,267,2,10,34,31,3,6,0,3,6,12,16,25,6,6,18,13,2,6,1,0,11,8,1,0,0,2,0,0,4,1,10,10,0,0,8,10,33,32,57,50,0,0,0,0,0,0,0,0,0,0,29,42,0,0,,1,54,22,44,11,25,21,6.13,9,4,0,1,1,1,1,1,1,3,0,2,1,0,1,0,0,0,46,29,7,11,.66666669,.30769232,0
2009,erzincan,dogu,163134,7722,34541,11864,1,1,0,0,0,314,12,12,59,96,24,72,12,27,295,314,5,4,38,35,4,2,0,5,3,9,13,20,3,4,14,21,2,2,2,2,5,3,0,0,1,0,0,0,1,0,5,6,0,0,5,2,34,37,136,144,0,0,0,0,0,0,0,0,0,0,24,17,0,1,29,1.3,71,40,51,6,27,21,2.83,5,1,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,46,29,7,11,.68965518,.10344828,.10344828
2010,erzincan,dogu,175645,9216,41135,12705,1,1,0,0,0,338,9,24,39,127,25,78,15,21,328,338,9,8,26,26,1,2,3,0,5,10,14,18,5,6,11,7,3,7,0,0,3,3,1,1,0,0,0,0,0,0,5,8,0,0,4,1,57,58,161,161,0,0,0,0,0,0,0,0,0,0,20,21,0,1,,1.08,35,35,51,13,19,21,3.65,6,2,0,0,1,1,2,1,0,1,0,1,0,0,0,0,1,0,46,29,7,11,.64102566,.35897437,0
2011,erzincan,dogu,167396,9971,38832,14869,1,1,0,0,0,184,1,11,33,69,19,31,5,15,175,184,4,7,17,23,1,4,2,1,5,4,16,10,2,2,2,1,2,1,0,0,4,10,0,0,0,1,0,0,0,0,6,4,0,0,6,5,41,44,34,33,4,6,0,0,0,0,0,0,0,0,29,28,0,0,,.99,46,34,43,10,20,25,4.09,7,2,1,2,1,1,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,11,.64102566,.35897437,0
2012,erzincan,dogu,170433,10955,40940,16516,1,0,1,0,0,347,8,35,65,116,31,60,16,16,325,347,15,15,55,52,7,7,4,3,7,8,42,51,1,3,3,5,7,6,0,1,10,4,0,0,4,2,0,0,3,3,3,5,0,0,11,11,59,59,33,46,3,1,0,0,0,0,0,0,0,0,58,65,0,0,,1.26,54,36,52,7,35,27,5.54,11,1,0,4,0,0,3,2,2,0,0,1,0,0,0,0,0,0,39,28,10,11,.64102566,.35897437,0
2013,erzincan,dogu,172841,11269,40580,20551,1,1,0,0,0,469,6,26,89,172,46,84,22,24,486,469,15,14,82,77,16,16,5,7,15,14,76,73,6,4,6,7,8,10,7,8,10,12,1,1,3,1,0,0,6,8,17,16,0,0,14,13,64,63,6,2,0,0,45,40,9,9,5,3,21,19,49,52,0,0,,1.21,63,25,59,10,29,27,4.57,5,5,0,0,1,0,2,0,0,2,1,0,1,1,0,0,0,1,39,28,10,11,.64102566,.35897437,0
2014,erzincan,dogu,177140,10493,41422,23443,1,1,0,0,0,587,4,46,112,193,69,125,17,21,459,587,18,30,71,78,8,19,6,5,16,16,65,107,11,20,5,14,21,36,8,7,12,13,0,0,1,1,0,0,8,14,6,5,2,2,4,4,68,68,0,1,0,0,33,29,10,12,3,6,14,15,69,85,0,0,24,1.19,64,35,63,13,34,20,2.7,4,2,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,39,28,10,11,.5,.20833333,.25
2015,erzincan,dogu,176872,9002,42290,25623,1,1,0,0,0,485,4,24,102,139,71,121,18,6,393,485,18,19,69,69,11,16,3,14,8,8,66,89,6,11,5,14,19,40,5,4,11,12,0,0,1,2,0,0,8,11,8,8,0,0,4,4,30,30,5,7,0,0,19,16,7,9,9,5,23,24,58,73,0,0,,1,39,31,50,12,28,24,4.48,7,3,0,3,1,0,1,2,0,0,0,0,0,1,1,1,0,0,1,1,0,0,.61538464,.35897437,.025641026
2016,erzincan,dogu,177996,8998,44808,26608,1,1,0,0,0,517,8,37,101,195,59,106,11,0,562,517,19,22,92,80,9,20,19,8,8,6,133,144,12,19,20,10,30,30,2,2,11,8,0,0,0,2,0,0,22,12,11,11,0,0,4,1,23,23,0,7,0,0,23,22,3,1,2,2,18,18,101,69,0,0,,1.42,70,52,75,14,30,27,3.56,5,3,0,1,0,2,0,1,1,0,0,0,1,1,0,0,1,0,43,27,8,12,.61538464,.35897437,.025641026
2017,erzincan,dogu,183287,8789,47755,28113,1,1,0,0,0,572,4,17,90,233,75,128,23,2,526,572,8,12,83,83,8,13,11,12,13,15,114,113,17,22,13,18,28,40,4,3,15,15,0,0,1,0,0,0,16,25,19,19,0,0,3,4,30,30,10,10,0,0,22,21,6,7,10,9,19,19,76,82,0,0,,1.18,53,34,78,15,28,21,4.37,8,2,0,0,4,1,1,0,0,2,0,1,0,0,0,0,0,1,43,27,8,12,.61538464,.35897437,.025641026
2018,erzincan,dogu,188397,8412,49957,29675,2,1,1,0,0,621,7,21,78,253,83,139,36,4,597,621,6,8,98,100,15,16,6,9,13,13,106,101,11,18,16,13,29,38,7,7,8,8,0,0,0,0,0,0,46,51,26,26,0,0,6,9,22,20,22,19,0,0,36,32,5,6,13,12,18,19,87,96,1,0,,1.51,76,52,107,18,21,19,2.57,5,1,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,.61538464,.35897437,.025641026
